order_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_status,days_diff,purchase_dayofweek,purchase_hour,purchase_month
006dd93155bc2abd844cc5eed3a0fe7f,2017-12-02 01:20:28,2017-12-07 20:43:52,2018-01-03 00:00:00,early,-27,Saturday,1,2017-12
05d27719c66597da0628a53f6009ed67,2017-11-01 19:01:18,2017-11-14 21:28:34,2017-11-24 00:00:00,early,-10,Wednesday,19,2017-11
db7c883ba7581113260202fc55e73782,2017-02-26 19:51:31,2017-03-08 16:15:08,2017-03-23 00:00:00,early,-15,Sunday,19,2017-02
e08f76fed43c999d57979d1879871ce1,2017-01-26 16:48:24,2017-02-08 16:54:37,2017-02-28 00:00:00,early,-20,Thursday,16,2017-01
dfa7d326a489fe0c01a652351a552b43,2017-04-07 10:07:39,2017-05-10 09:25:44,2017-05-03 00:00:00,late,7,Friday,10,2017-04
e991f50bb727c1894e1f74527af4edf8,2018-03-26 12:07:10,2018-04-04 20:28:31,2018-04-16 00:00:00,early,-12,Monday,12,2018-03
8cf0fd0e7dc9c106fa1f09ba6bce7626,2017-10-31 15:26:06,2017-12-01 16:54:39,2017-11-22 00:00:00,late,9,Tuesday,15,2017-10
f27ea04b349ddb1a82dbc871adcefe37,2018-06-17 21:03:46,2018-06-27 17:08:50,2018-07-12 00:00:00,early,-15,Sunday,21,2018-06
405a30197dbb4ed83804a680c2bbae9b,2017-08-09 22:34:04,2017-08-14 19:07:48,2017-08-22 00:00:00,early,-8,Wednesday,22,2017-08
06f3401b97e4d89032cbd5ac7670247c,2018-04-26 23:10:33,2018-05-09 18:17:56,2018-05-25 00:00:00,early,-16,Thursday,23,2018-04
6a233c2059af7138039e43722cde5874,2018-03-10 20:03:59,2018-03-20 20:08:30,2018-03-28 00:00:00,early,-8,Saturday,20,2018-03
a03310d9287cd64790388948501066cf,2018-01-30 20:45:50,2018-02-06 16:45:45,2018-02-23 00:00:00,early,-17,Tuesday,20,2018-01
ec727bb2d54db32de3e2a4845988fe0b,2018-01-14 18:39:27,2018-01-24 15:56:48,2018-02-05 00:00:00,early,-12,Sunday,18,2018-01
f1d572fdda4a03235f86ebb75b8e536c,2018-02-09 17:42:05,2018-02-20 19:25:49,2018-03-12 00:00:00,early,-20,Friday,17,2018-02
9d8698c08be0d1824923f62270dd0d3f,2018-07-26 23:41:14,2018-08-07 00:35:40,2018-08-09 00:00:00,early,-2,Thursday,23,2018-07
4da937ffa1e058f52a9eeb89187d65b5,2018-07-21 07:18:52,2018-07-26 16:36:47,2018-08-07 00:00:00,early,-12,Saturday,7,2018-07
f44290da5e8c6072226e24963b341e8e,2017-07-18 19:42:26,2017-07-30 13:27:51,2017-08-11 00:00:00,early,-12,Tuesday,19,2017-07
22c8ac26992112755df2e1542f2d1cfd,2018-05-01 13:14:37,2018-05-07 19:16:49,2018-05-23 00:00:00,early,-16,Tuesday,13,2018-05
0e3e431534069e8ac235c637dfb199d8,2018-04-05 22:08:31,2018-04-30 18:41:48,2018-04-27 00:00:00,late,3,Thursday,22,2018-04
cd746a0e172f3aac198180760cc21a8e,2017-04-28 17:36:34,2017-05-17 12:27:36,2017-05-23 00:00:00,early,-6,Friday,17,2017-04
e63271442e778d83ae9868408c1028e7,2018-05-28 17:05:02,2018-06-27 15:18:55,2018-07-11 00:00:00,early,-14,Monday,17,2018-05
69aea24ee3243d0535ea6e03789bb5fc,2018-06-15 12:46:02,2018-07-03 07:52:06,2018-07-25 00:00:00,early,-22,Friday,12,2018-06
32569fba210ee051f2c62dff9d4344ed,2017-11-23 16:21:25,2017-12-01 19:27:06,2017-12-19 00:00:00,early,-18,Thursday,16,2017-11
f2e891dfdc747b73c508d7a5689e82bf,2018-03-07 22:16:44,2018-03-15 12:28:29,2018-03-26 00:00:00,early,-11,Wednesday,22,2018-03
d2e1e475eb8219af9fae283307d88860,2018-07-21 21:41:25,2018-07-26 18:17:43,2018-08-08 00:00:00,early,-13,Saturday,21,2018-07
c1c7173565800e41c6701cfc4435f467,2017-12-04 22:10:16,2017-12-21 10:35:24,2017-12-28 00:00:00,early,-7,Monday,22,2017-12
3ce16e50c1842ad30631811796a31afc,2017-03-29 16:12:13,2017-04-13 15:52:26,2017-04-19 00:00:00,early,-6,Wednesday,16,2017-03
f3f075558b483bc41012c816ef977100,2017-09-11 11:51:17,2017-09-15 13:15:56,2017-09-21 00:00:00,early,-6,Monday,11,2017-09
c53b15af645d91a057ddba9d0e1f21c7,2018-02-18 20:42:53,2018-03-31 13:44:37,2018-03-16 00:00:00,late,15,Sunday,20,2018-02
fa3c3fa4aaa5d4ca8cdfdd7daec909bb,2018-05-01 22:57:35,2018-05-04 14:17:01,2018-05-16 00:00:00,early,-12,Tuesday,22,2018-05
784389cee609eccd4f055e1eb8544285,2018-07-18 11:02:18,2018-07-26 15:37:41,2018-08-07 00:00:00,early,-12,Wednesday,11,2018-07
06661c686ea79767c8ab8b8ffa3e62fd,2017-11-06 22:25:04,2017-11-14 22:48:38,2017-11-24 00:00:00,early,-10,Monday,22,2017-11
44bb5734f29017e33add235fbdf83b90,2018-08-07 13:40:51,2018-08-16 19:42:18,2018-08-17 00:00:00,early,-1,Tuesday,13,2018-08
26cf5f2fef907ebc54269ab08ba4fc3b,2018-06-16 11:12:18,2018-06-20 00:34:44,2018-06-28 00:00:00,early,-8,Saturday,11,2018-06
7f54ad19b476573fb7bf3beb2faa6c55,2018-03-21 14:15:20,2018-03-27 21:22:09,2018-04-03 00:00:00,early,-7,Wednesday,14,2018-03
e14fbb884fb89b4ed687485a902caf75,2017-11-15 11:45:28,2017-11-21 20:12:19,2017-12-06 00:00:00,early,-15,Wednesday,11,2017-11
0a7af36dc9b46e0920a68a9e2ee2198e,2018-01-11 20:21:08,2018-02-05 19:48:57,2018-02-16 00:00:00,early,-11,Thursday,20,2018-01
2804019a383c2bf8db7dde416cf663d2,2018-01-22 18:44:31,2018-01-26 14:08:51,2018-02-14 00:00:00,early,-19,Monday,18,2018-01
0b339dee90210409b715a9f2b6af29a7,2017-11-29 13:49:23,2017-12-11 20:12:32,2017-12-28 00:00:00,early,-17,Wednesday,13,2017-11
3fa91d0a7193cb9564de5db19fdbbd47,2018-03-23 15:16:34,2018-03-28 12:13:25,2018-04-05 00:00:00,early,-8,Friday,15,2018-03
4b939b269e876343e876d466afcb69d1,2017-05-09 13:06:19,2017-05-22 16:23:56,2017-05-31 00:00:00,early,-9,Tuesday,13,2017-05
dc96a12713fb7cbfd8feac4ab0b8f2a2,2017-07-30 11:30:00,2017-08-07 11:22:05,2017-08-22 00:00:00,early,-15,Sunday,11,2017-07
524328eaaeddfd8aa01dc3897ad69935,2018-02-10 23:58:04,2018-02-27 22:09:44,2018-03-19 00:00:00,early,-20,Saturday,23,2018-02
247d5afd3ec08a69d7ae743a6fcae022,2018-03-23 10:31:07,2018-03-28 19:48:56,2018-04-06 00:00:00,early,-9,Friday,10,2018-03
7d07b6c1321e0ae86b7d6205e015f0a1,2017-04-18 23:33:17,2017-04-27 05:57:48,2017-05-10 00:00:00,early,-13,Tuesday,23,2017-04
fcc92ad75bbb8728d4d4488325ffc907,2018-03-24 09:22:32,2018-03-31 15:48:36,2018-04-17 00:00:00,early,-17,Saturday,9,2018-03
ac14a1a3d8c2b071a150eb2990b5ecd8,2018-02-03 22:36:03,2018-02-14 22:11:34,2018-03-08 00:00:00,early,-22,Saturday,22,2018-02
afa17ebff8d7e00d7c9e04860c7ddcea,2017-02-10 21:12:19,2017-02-21 18:21:54,2017-03-16 00:00:00,early,-23,Friday,21,2017-02
100ed138d169a3f969afa5449750db73,2018-05-05 13:56:03,2018-05-16 14:35:57,2018-05-28 00:00:00,early,-12,Saturday,13,2018-05
1cbc5d1981e34d5c950e9418aa02217d,2018-01-06 17:12:10,2018-01-23 13:39:07,2018-02-06 00:00:00,early,-14,Saturday,17,2018-01
bf9a3a8d9db6be5e4dfcfe2f071ef405,2017-12-02 08:50:34,2018-01-15 20:42:42,2018-01-02 00:00:00,late,13,Saturday,8,2017-12
b5195225c11fc325d686d24fe14eedbb,2018-03-02 10:35:38,2018-05-07 15:59:16,2018-04-04 00:00:00,late,33,Friday,10,2018-03
8713b68a2b202b96d7de08d7e0b8f1a9,2017-08-18 00:12:37,2017-09-04 15:43:08,2017-09-14 00:00:00,early,-10,Friday,0,2017-08
86f93f534bde58b65acb4aa52a45c8eb,2018-03-12 00:22:03,2018-03-21 20:12:48,2018-04-12 00:00:00,early,-22,Monday,0,2018-03
369cb139024a5e7dcc497edd71a6f244,2017-12-27 09:47:05,2018-01-09 18:03:47,2018-01-24 00:00:00,early,-15,Wednesday,9,2017-12
4338e6bc70fcf731f6d799f56c66b6cb,2018-01-26 17:06:05,2018-02-09 01:08:46,2018-02-21 00:00:00,early,-12,Friday,17,2018-01
a4d7c8bca45b56444e3c59ddcca7d7c9,2017-08-29 12:36:36,2017-09-08 21:36:28,2017-09-22 00:00:00,early,-14,Tuesday,12,2017-08
08d70627d548cd883ac394cc5da92d87,2018-02-14 17:35:53,2018-02-23 01:09:17,2018-03-14 00:00:00,early,-19,Wednesday,17,2018-02
57fac99131db488c097fd2b5a75255dd,2017-08-13 21:05:14,2017-08-22 19:21:49,2017-09-08 00:00:00,early,-17,Sunday,21,2017-08
13bad9a229ea7c04888ada5c6c971c28,2018-05-07 21:52:03,2018-06-01 17:56:46,2018-05-29 00:00:00,late,3,Monday,21,2018-05
8da4b52fdefe7256cbe20ebf03ac47b7,2018-02-07 18:35:22,2018-03-07 17:48:59,2018-03-08 00:00:00,early,-1,Wednesday,18,2018-02
fbee7d34e8344a4c1775259e98e9a2a3,2018-06-18 21:38:43,2018-06-21 18:03:05,2018-07-12 00:00:00,early,-21,Monday,21,2018-06
4389819b71f1f23563fa9eadadc12a06,2018-04-04 12:47:34,2018-04-11 00:32:30,2018-05-07 00:00:00,early,-26,Wednesday,12,2018-04
38957bce5d0653b7a5b419556e7b9ba3,2018-08-05 21:48:40,2018-08-15 18:22:54,2018-08-23 00:00:00,early,-8,Sunday,21,2018-08
55b2cadb9946209a0283fd636ddc6676,2017-12-14 17:38:47,2018-01-04 20:14:11,2018-01-22 00:00:00,early,-18,Thursday,17,2017-12
a8aa2cd070eeac7e4368cae3d8222e2b,2017-05-09 17:42:45,2017-05-16 23:22:20,2017-05-18 00:00:00,early,-2,Tuesday,17,2017-05
11210d2ba14b85282d66a4c956724533,2018-02-05 16:15:05,2018-03-06 11:29:04,2018-03-28 00:00:00,early,-22,Monday,16,2018-02
fe2d73eb11a3d7eeea4e897f8ce8eb59,2018-02-16 14:01:29,2018-02-19 16:52:22,2018-03-05 00:00:00,early,-14,Friday,14,2018-02
b62403f840bd7a9bddb5b25d19c227a6,2017-11-15 14:30:32,2017-11-23 18:37:43,2017-12-04 00:00:00,early,-11,Wednesday,14,2017-11
84cb0c7a55c176d0a08ced1bfd5d0af5,2018-04-18 18:59:42,2018-04-20 18:18:31,2018-05-04 00:00:00,early,-14,Wednesday,18,2018-04
7f94f1618e029449c3041113289cc240,2018-03-06 13:40:40,2018-03-24 15:08:47,2018-03-22 00:00:00,late,2,Tuesday,13,2018-03
c9c090d55d074c5b0d0effca2b928d4c,2018-03-02 19:25:57,2018-03-17 10:51:48,2018-03-29 00:00:00,early,-12,Friday,19,2018-03
b826c69bf943ea295e515a1078f76086,2018-07-23 02:44:13,2018-08-09 19:22:10,2018-08-08 00:00:00,late,1,Monday,2,2018-07
e340657d4d28d54192270b3b99ba63f4,2018-01-31 08:45:25,2018-02-08 01:47:50,2018-02-23 00:00:00,early,-15,Wednesday,8,2018-01
9edd9058babbac571631bfc8092e47c3,2017-08-30 12:46:37,2017-09-15 18:15:14,2017-09-22 00:00:00,early,-7,Wednesday,12,2017-08
2a142c0426781261c6ea8c07941a55a7,2018-02-24 10:26:08,2018-02-28 21:43:49,2018-03-14 00:00:00,early,-14,Saturday,10,2018-02
d62324319b4efb72f855f123f06cb07f,2017-05-21 22:53:02,2017-06-03 08:55:26,2017-06-20 00:00:00,early,-17,Sunday,22,2017-05
f913d229653fdd809c249ed98ab6b754,2018-04-30 02:18:32,2018-05-08 17:53:51,2018-05-24 00:00:00,early,-16,Monday,2,2018-04
56af0400ccac703cca01cd9846d29c58,2018-02-20 17:37:20,2018-05-06 17:08:31,2018-03-19 00:00:00,late,48,Tuesday,17,2018-02
1a58f35be1cae85f27119089958d5c7a,2018-04-12 16:14:39,2018-04-19 18:18:31,2018-04-30 00:00:00,early,-11,Thursday,16,2018-04
096b267153128e0d7f9e593bba803956,2017-06-23 08:45:21,2017-06-29 13:11:40,2017-07-06 00:00:00,early,-7,Friday,8,2017-06
790512cc033ced5f8fe1f9158eb8f2fe,2018-02-28 22:34:44,2018-04-21 20:14:29,2018-03-20 00:00:00,late,32,Wednesday,22,2018-02
2f92b812fd7c7df5b629833c484cdf1d,2018-01-18 14:40:57,2018-02-01 19:20:39,2018-02-15 00:00:00,early,-14,Thursday,14,2018-01
2a30390f1b957c7120f80795b9f97316,2018-08-26 17:28:44,2018-08-30 23:24:44,2018-09-13 00:00:00,early,-14,Sunday,17,2018-08
b4e2eb7f4325b44130052476646043c6,2017-06-12 23:00:43,2017-06-22 18:32:46,2017-07-03 00:00:00,early,-11,Monday,23,2017-06
9646b5afa783a0861b20b9b106229076,2018-01-01 22:54:24,2018-01-08 17:19:26,2018-01-22 00:00:00,early,-14,Monday,22,2018-01
82b1c20e33da405ba22cded4ff91d160,2018-02-12 23:11:00,2018-02-17 13:29:45,2018-02-26 00:00:00,early,-9,Monday,23,2018-02
56ec7cbe6d41f3fdbbe68de8142b3123,2017-08-16 22:06:10,2017-09-01 22:18:07,2017-09-04 00:00:00,early,-3,Wednesday,22,2017-08
593b6eefb72afdf364b30dedb1294414,2017-11-24 21:53:34,2017-12-05 20:45:03,2017-12-22 00:00:00,early,-17,Friday,21,2017-11
85bbb7b7b20d622bb504d5e2be1ce4ca,2017-05-15 16:58:49,2017-05-31 11:37:46,2017-06-14 00:00:00,early,-14,Monday,16,2017-05
2d8a0bc4abbb7bbb3a420f2219f02f93,2018-06-22 21:39:34,2018-06-29 17:41:09,2018-07-20 00:00:00,early,-21,Friday,21,2018-06
af312feacf16e33a9b01189ded132df4,2018-03-10 18:18:24,2018-03-23 18:48:51,2018-04-02 00:00:00,early,-10,Saturday,18,2018-03
69bfec47c3230907ad9552f2f1e0c690,2018-01-23 18:31:03,2018-02-06 11:41:56,2018-02-15 00:00:00,early,-9,Tuesday,18,2018-01
61a85d9f7f064313ebd87019f7a65903,2017-05-15 16:28:24,2017-05-23 16:18:13,2017-06-22 00:00:00,early,-30,Monday,16,2017-05
aadd5a22c7d1dd16b1fe905a302d70e2,2017-08-25 08:58:52,2017-09-13 18:10:44,2017-09-27 00:00:00,early,-14,Friday,8,2017-08
cb2ed75db8803d99a171c1056638ae9b,2018-04-07 14:12:15,2018-04-23 15:39:04,2018-05-10 00:00:00,early,-17,Saturday,14,2018-04
652c4ec4ac6a529e56176feba143e388,2017-04-24 22:57:16,2017-05-08 11:47:53,2017-05-15 00:00:00,early,-7,Monday,22,2017-04
f6cbd0bea76d160391128a43b629ae9f,2017-02-16 09:42:48,2017-03-02 14:09:17,2017-03-17 00:00:00,early,-15,Thursday,9,2017-02
5d78d11ebe819b207a2c7530ca368d0e,2017-04-11 13:23:05,2017-04-19 11:18:00,2017-05-09 00:00:00,early,-20,Tuesday,13,2017-04
eb3b5ecbc980ff057c188ea3b3eaf722,2018-07-04 14:54:19,2018-07-09 12:32:50,2018-07-23 00:00:00,early,-14,Wednesday,14,2018-07
36cd1ce42b6013f372ceb0a80b2a1b7c,2018-08-20 22:15:07,2018-08-28 23:46:56,2018-09-03 00:00:00,early,-6,Monday,22,2018-08
4b673ab5e166be0e06ffbac98732264b,2018-08-13 16:28:15,2018-08-28 22:14:32,2018-09-11 00:00:00,early,-14,Monday,16,2018-08
a34ee4377977a9fb56e0f98a503f0dda,2017-03-11 00:05:55,2017-03-27 14:19:14,2017-04-07 00:00:00,early,-11,Saturday,0,2017-03
0435b65bfd0a1cd1c48a82f5b405ea78,2017-07-18 13:32:25,2017-08-01 20:34:47,2017-08-15 00:00:00,early,-14,Tuesday,13,2017-07
6e546451c98a5df5fccb147e1c68827e,2018-04-22 23:01:22,2018-05-02 22:42:46,2018-05-22 00:00:00,early,-20,Sunday,23,2018-04
1613193aa6cbc8820d6b5c12536722a0,2017-03-15 16:00:40,2017-04-18 12:12:02,2017-04-26 00:00:00,early,-8,Wednesday,16,2017-03
886554d6a49f10154eb12b81a6c4ef4b,2018-03-15 13:11:13,2018-03-24 10:33:10,2018-04-23 00:00:00,early,-30,Thursday,13,2018-03
e5f3aa7d16fea584333063fee66666b5,2017-11-30 15:47:28,2017-12-12 14:52:16,2017-12-26 00:00:00,early,-14,Thursday,15,2017-11
b64b1539563ff515922bd124fd838863,2017-05-06 11:48:53,2017-05-24 15:06:39,2017-06-21 00:00:00,early,-28,Saturday,11,2017-05
f11d42e75fda2da775eb7a258bc5c635,2017-12-14 18:33:18,2017-12-21 14:19:14,2018-01-03 00:00:00,early,-13,Thursday,18,2017-12
06d6b5a626ba890f56dae296e1384f75,2018-02-05 19:28:53,2018-02-23 21:09:28,2018-03-13 00:00:00,early,-18,Monday,19,2018-02
23af56e201b15091e86aebe6bde84b2b,2018-02-20 22:22:10,2018-03-22 18:34:52,2018-03-19 00:00:00,late,3,Tuesday,22,2018-02
66608d7d921ffa9c6409e0a80f383861,2017-11-29 13:05:20,2017-12-04 23:56:42,2017-12-13 00:00:00,early,-9,Wednesday,13,2017-11
15dbd4fa73037a8e8a6c619e4cffd46c,2018-06-01 01:20:55,2018-06-09 11:04:11,2018-06-29 00:00:00,early,-20,Friday,1,2018-06
d487835d01a5017cf60bdec36e5e8cff,2017-05-28 02:08:13,2017-06-06 15:35:25,2017-06-21 00:00:00,early,-15,Sunday,2,2017-05
a212cde404c8177ad20508a28c282082,2017-11-16 13:20:26,2017-11-27 22:59:24,2017-12-12 00:00:00,early,-15,Thursday,13,2017-11
edcc6b79e8394346ba3ba21b00b4055e,2018-04-29 16:03:47,2018-05-11 23:12:12,2018-05-25 00:00:00,early,-14,Sunday,16,2018-04
dacbba6fa0fb5bbe678d0d3007b0be10,2018-03-16 11:47:36,2018-04-09 19:58:39,2018-04-05 00:00:00,late,4,Friday,11,2018-03
e3143ad1af7d0f2878a66a1cd565e4a2,2018-03-07 13:34:46,2018-03-29 19:33:01,2018-04-10 00:00:00,early,-12,Wednesday,13,2018-03
bc58b90707a6d6fe11fa9a989c5a7269,2017-11-19 20:27:10,2017-12-07 14:38:49,2017-12-12 00:00:00,early,-5,Sunday,20,2017-11
b7a418412fbab412e2a4da964aa235e4,2018-02-23 08:22:36,2018-03-15 21:51:49,2018-03-16 00:00:00,early,-1,Friday,8,2018-02
972c2e78e9af23a750a48184aadfca4d,2017-07-27 08:44:21,2017-08-16 18:29:39,2017-08-24 00:00:00,early,-8,Thursday,8,2017-07
c6bbe896f3c4d0cc5969d1e46ecab29b,2018-04-12 20:51:03,2018-04-19 21:58:48,2018-05-08 00:00:00,early,-19,Thursday,20,2018-04
31209eb386cfc93a1aeacf7d2da74f86,2018-02-19 21:53:30,2018-03-23 14:28:41,2018-03-23 00:00:00,on_time,0,Monday,21,2018-02
44029f83c215c9ede6c231dda3ab2219,2017-06-01 10:52:29,2017-06-13 11:18:27,2017-06-26 00:00:00,early,-13,Thursday,10,2017-06
33ef079ec39c1b46e6e552e038e67c5b,2017-01-15 18:57:33,2017-01-20 16:47:51,2017-03-01 00:00:00,early,-40,Sunday,18,2017-01
2f7201b5d9baf4deb546eefab3b7125a,2018-02-22 23:29:03,2018-03-13 22:38:43,2018-03-21 00:00:00,early,-8,Thursday,23,2018-02
ab042583eff2cb1ffe2110a95da95d4b,2018-01-22 12:02:21,2018-02-07 21:22:40,2018-02-22 00:00:00,early,-15,Monday,12,2018-01
eb9236a155ca9a3bb5059cdb8e167724,2018-01-07 15:20:00,2018-01-30 19:59:10,2018-02-02 00:00:00,early,-3,Sunday,15,2018-01
e14b9bc8bd743ef2c1075fa8c73e52a6,2018-06-15 15:26:23,2018-06-28 21:32:07,2018-07-25 00:00:00,early,-27,Friday,15,2018-06
65650a09e390bf885b72172fb90348cf,2017-11-14 00:52:49,2017-11-24 19:32:25,2017-12-08 00:00:00,early,-14,Tuesday,0,2017-11
a4efaffc506a395c9cea7402b078c1e5,2018-01-17 10:50:09,2018-05-07 19:25:33,2018-02-23 00:00:00,late,73,Wednesday,10,2018-01
fcc69f39fe215a8ad61a1d1b1868d88d,2018-06-11 20:19:30,2018-06-18 16:22:11,2018-07-04 00:00:00,early,-16,Monday,20,2018-06
5f67e17e7b6a4989752e40276de7a0e7,2017-12-15 22:58:04,2018-01-05 14:14:24,2018-01-15 00:00:00,early,-10,Friday,22,2017-12
632caa865e0a254b21fc0ce5e6d02006,2018-03-15 18:52:27,2018-03-21 21:21:15,2018-03-28 00:00:00,early,-7,Thursday,18,2018-03
2f6c001bbacba3575b0852b17b0c3dd1,2017-06-04 20:44:34,2017-06-14 16:38:06,2017-06-28 00:00:00,early,-14,Sunday,20,2017-06
a4907d55de6b9e1bbeffd51d8ea317bf,2018-06-16 11:46:49,2018-07-03 00:51:54,2018-07-23 00:00:00,early,-20,Saturday,11,2018-06
cdf2839409d0f62e2b2e61b62b72dc16,2018-02-14 10:26:22,2018-02-26 15:27:06,2018-03-08 00:00:00,early,-10,Wednesday,10,2018-02
9cff15929217597cae032b555b2bed95,2018-06-29 14:40:08,2018-07-09 21:56:28,2018-07-20 00:00:00,early,-11,Friday,14,2018-06
7f2f81a366f89b37109845799fc5bbf3,2017-11-17 08:47:41,2017-11-29 22:34:41,2017-11-30 00:00:00,early,-1,Friday,8,2017-11
a9cd6c2b2f5fb42940c49246ea7ce08f,2018-02-02 11:14:39,2018-02-15 17:20:50,2018-03-02 00:00:00,early,-15,Friday,11,2018-02
ea974c4643d1f84570ee374ac0b44475,2018-06-18 16:28:35,2018-06-26 19:38:36,2018-07-12 00:00:00,early,-16,Monday,16,2018-06
0350e1e5b7265e23e84b1e467e0b6b82,2018-02-19 10:29:23,2018-02-23 23:52:25,2018-03-05 00:00:00,early,-10,Monday,10,2018-02
13dabdb9dbb49bde13dd90285c2640eb,2018-02-12 19:26:15,2018-03-15 18:58:38,2018-03-13 00:00:00,late,2,Monday,19,2018-02
b28cd85f7b7464e08e64f88fc6f6123e,2017-06-02 08:48:11,2017-06-09 12:43:46,2017-06-29 00:00:00,early,-20,Friday,8,2017-06
6596197a74edd396e3d34c53eff4ad6f,2018-02-07 20:18:57,2018-02-15 15:38:45,2018-03-05 00:00:00,early,-18,Wednesday,20,2018-02
2e8de999929cf628d91b5a78fb7c71de,2018-04-16 10:37:51,2018-04-24 23:34:32,2018-05-11 00:00:00,early,-17,Monday,10,2018-04
9eee5730bfa05aa51dea08370c871abb,2017-09-18 22:36:33,2017-10-03 14:00:15,2017-10-13 00:00:00,early,-10,Monday,22,2017-09
66656ddf8a0954cd14d95c8d3ed6678c,2018-01-09 14:08:12,2018-01-23 19:02:53,2018-02-08 00:00:00,early,-16,Tuesday,14,2018-01
121bf0ddd1c3d94dd344d3f0e81de607,2017-02-10 12:01:25,2017-02-23 11:23:29,2017-03-16 00:00:00,early,-21,Friday,12,2017-02
b483e46d6e6756224ac7bfebadf91e15,2017-07-12 14:11:35,2017-07-14 18:38:01,2017-07-27 00:00:00,early,-13,Wednesday,14,2017-07
7ff3ca8faea7dab783c1b45a736fb744,2017-06-30 20:48:51,2017-07-05 09:07:32,2017-07-13 00:00:00,early,-8,Friday,20,2017-06
ed74f58267e72cfff04845c801ae8bf0,2018-04-25 22:01:26,2018-05-02 16:46:46,2018-05-23 00:00:00,early,-21,Wednesday,22,2018-04
9216e5f315f7427f8bc325d861e071ec,2018-05-03 12:49:12,2018-05-15 00:27:57,2018-05-23 00:00:00,early,-8,Thursday,12,2018-05
e61b3892b434215d5575d1f4c1b94da4,2018-07-23 19:25:17,2018-08-02 20:16:39,2018-08-15 00:00:00,early,-13,Monday,19,2018-07
75626319165f5a98618d8916fd5c6df8,2017-11-02 21:45:17,2017-11-14 18:09:10,2017-12-08 00:00:00,early,-24,Thursday,21,2017-11
b16a6ea9c85cf3f6644f1529e04982da,2018-02-20 14:06:04,2018-02-26 22:22:24,2018-03-16 00:00:00,early,-18,Tuesday,14,2018-02
71f2cb6a79279eae67ab5e770b2c2053,2017-08-31 14:26:57,2017-09-06 15:13:41,2017-09-20 00:00:00,early,-14,Thursday,14,2017-08
aeb12b49be31428bee39c92e36968325,2017-03-27 20:31:23,2017-04-13 10:42:00,2017-04-13 00:00:00,on_time,0,Monday,20,2017-03
fe9a6d1cc6a07629474a4ecb1ed9077a,2017-12-11 23:18:51,2017-12-26 18:25:55,2018-01-04 00:00:00,early,-9,Monday,23,2017-12
23c4889b86a761e3cc76cecad70bff4f,2018-03-09 02:40:19,2018-03-19 15:42:33,2018-03-27 00:00:00,early,-8,Friday,2,2018-03
2f2d19b0f7b592189062b9ba3eaecc16,2018-02-27 17:09:11,2018-03-16 01:06:26,2018-03-26 00:00:00,early,-10,Tuesday,17,2018-02
e0b23ee5e7134cc220b6bbba915ee91c,2017-09-19 19:46:11,2017-09-29 20:49:52,2017-10-05 00:00:00,early,-6,Tuesday,19,2017-09
9f98d6530155e3b3869f47e53834b562,2017-09-20 15:26:33,2017-10-03 23:18:18,2017-10-13 00:00:00,early,-10,Wednesday,15,2017-09
2bfb6645f99e561b82bbdd84c98da7e1,2018-05-11 22:49:21,2018-05-15 15:56:33,2018-05-24 00:00:00,early,-9,Friday,22,2018-05
e0392865844b1934818565a516cf8bdb,2018-07-18 12:19:12,2018-07-23 21:30:35,2018-08-09 00:00:00,early,-17,Wednesday,12,2018-07
a4df4e468e42ed5687c3ee2e925239a7,2017-12-04 17:42:45,2017-12-15 23:42:41,2017-12-28 00:00:00,early,-13,Monday,17,2017-12
1cbc4deb78977f04e2e3c262a613abc0,2017-11-25 13:31:25,2017-12-07 17:48:53,2017-12-15 00:00:00,early,-8,Saturday,13,2017-11
8c98f0aff69a4ac8620e15058c497092,2018-06-13 22:04:23,2018-06-25 17:13:28,2018-07-05 00:00:00,early,-10,Wednesday,22,2018-06
c7a01909a06bdf140604711177208036,2018-08-08 14:47:01,2018-08-20 16:46:33,2018-08-28 00:00:00,early,-8,Wednesday,14,2018-08
b86ddd788f0b18de16cd6562b3a9266c,2017-10-09 08:49:32,2017-10-10 20:32:43,2017-10-25 00:00:00,early,-15,Monday,8,2017-10
9fa33f47b8defffcb858b25dff6c55e6,2018-01-22 10:10:44,2018-02-14 22:51:54,2018-02-15 00:00:00,early,-1,Monday,10,2018-01
eabfb81cf01d772d65405ff27c793ddb,2017-01-23 16:57:22,2017-02-02 10:25:07,2017-03-20 00:00:00,early,-46,Monday,16,2017-01
a71763b37d5723556f170c6b45f540ed,2017-11-16 13:53:55,2017-11-24 19:27:33,2017-11-29 00:00:00,early,-5,Thursday,13,2017-11
beeec4fe9275a411277354695e721252,2018-05-06 21:42:44,2018-05-14 14:03:45,2018-06-04 00:00:00,early,-21,Sunday,21,2018-05
07f2e5679e13d0e45de9da85bb833558,2018-07-11 13:48:12,2018-07-12 21:31:48,2018-07-19 00:00:00,early,-7,Wednesday,13,2018-07
30c26d11b6d707abbd543b6d1910106d,2017-11-24 10:49:07,2017-12-12 18:20:56,2017-12-15 00:00:00,early,-3,Friday,10,2017-11
ca28049cbd8e65a6e26834584bb3d38e,2018-02-08 01:34:00,2018-02-22 16:33:53,2018-03-08 00:00:00,early,-14,Thursday,1,2018-02
